,Ulasan,Label,clean_teks
199,"barang di kirim salah kirim warna sudah dikembalikan uang 50 rb , selanjutnya setelah di check barang ternyata itu yang dikirim Redmi Note 4 bukan Redmi Note 4X
harusnya CPU Helio X20 Deca Core 2.1GHz ternyata yang dikirim Qualcom Snapdragon 625 Octa Core Max 2.0 GHz
jadi ???? kadung deh mau di refund juga .... repoooooot",0,barang kirim salah kirim warna kembali uang rb check barang kirim redmi note redmi note x cpu hio x deca core ghz kirim qualcom snapdragon octa core max ghz kadung deh refund repoooooot
200,Barang sesuai dengan pesanan,0,barang sesuai pesan
201,Ya yg hitam suara pecah.,0,ya hitam suara pecah
202,"barang sangat amat jelek, batre ga bagus dan hp ga bisa berfungsi dengan baik padahal baru dibeli.",0,barang jelek batre ga bagus hp ga fungsi beli
203,"Tampilan layar buram gan,jauh beda dengan yang original.",0,tampil layar buram ganjauh beda original
204,"Pengiriman cepat sih, cuman pertama kali di cas batere ga gerak. Ywdh buat ganjal lemari es sajah...",0,kirim cepat sih cuman kali cas batere ga gerak ywdh ganjal lemari es sajah
205,Casanya masa beda terus meletuk lgi -_- bikin listrik turun,0,casanya beda letuk lgi -- bikin listrik turun
206,"Barangnya tidak sesuai harapan,,payah!!!",0,barang sesuai harapanpayah
207,Ukuran tidak sesuai dengan hp nya,0,ukur sesuai hp nya
208,Barang mau saya refund karena di hp saya gak cukup.. eh malah gak di jawab seller alamat lengkap di komplain,0,barang refund hp gak eh gak seller alamat lengkap komplain
209,"Kaitan tempat HP dan gagangnya gak klik, agak ngeri untuk di jalan bisa lepas..",0,kait hp gagang gak klik ngeri jalan lepas
210,"Buat naoroh hpnya agak kecil..  Padahal sudah pesen yang besar malah di kasih yang segini... 

Rada kecewa sama pelayanannya",0,naoroh hpnya sen kasih gin rada kecewa layan
211,"pengaitnya patah 1, di cari di dalem box ga adaa patahannya, berarti murni dari seller, kacau harganya lumayan tp sia sia beli, anggep aja sedekah dah ama sellernya, ga berkah",0,kait patah cari dalem box ga adaa patah murni seller kacau harga lumayan tp sia sia beli anggep aja sedekah dah ama sellernya ga berkah
212,"harus di powerglue, cuma nyantol doang gak ngehold....",0,powerglue nyantol doang gak ngehold
213,nii kok ga bisaa yaa di pasang di spion motor matic kak. lubang nya kecil kurang gede buat di spion.,0,nii ga bisaa yaa pasang spion motor matic kak lubang nya gede spion
214,"tidak muat di pasang di spion Honda beat pop, gampang di copot bukan anti copet",0,muat pasang spion honda beat pop gampang copot anti copet
215,Order 2pcs...yg satu mati total...ga bisa hidup...,0,order pcsyang mati totalga hidup
216,Lama pengirimannya 😩,0,kirim
217,"Macet, suara nya pecah, g enak di dengar",0,macet suara nya pecah g enak dengar
218,Mengecewakan...........,0,kecewa
219,Sangat buruk pdahal disitu pengirimanya sehari nyampenya seminggu,0,buruk pdahal situ pengirimanya hari nyampenya minggu
220,"Dipenyeki  lagi boss micnya.. yang penting bisa bunyi. ini kali ke 2 saya order. kecewa2, tau tunggu yang pertama dtg dolo .",0,penyek boss micnya bunyi kali order kecewa tau tunggu dtg dolo
221,"Barang yg di kirim tidak sesuai, di kirimnya barang yg hrga murah.. Tp okelah uang sisanya udah di kembalikan",0,barang kirim sesuai kirim barang hrga murah tp oke uang sisa udah kembali
222,"tolong setiap pengiriman di cek keberadaannya...
thanks",0,tolong kirim cek ada thanks
223,Barang yang dikirim brng rusak...,0,barang kirim brng rusak
224,"Barang kosong tp uang kembali kok, Thanks.. Hanya mungkin kedepan boleh ada interaksi sedikit sama konsumen sekedar menanyakan apa mau ganti barang atau tidak (kalo krn overload dgn pesanan lain jadi gak ada waktu konfirmasi ya itu mah resiko jualan).. Sekedar saran lho, thanks anyway gan",0,barang kosong tp uang terima kasih depan interaksi konsumen dar ganti barang kalo krn overload pesan gak konfirmasi ya mah resiko jual dar saran lho terima kasih anyway gan
225,Brg tidak tertulis jabra seperti gbr   beli putih dan gold  diberi warna gold semua   brg krg bagus suaranya,0,barang tulis jabra gbr beli putih gold warna gold barang krg bagus suara
226,OTG aja bukan hitam tp emas..MINUS parah nih OS..Mana dikonek bkin HP MATI...,0,otg aja hitam tp emasminus parah nih osmana dikonek bkin hp mati
227,Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,0,sen barang nyampe walopun refund cash tp ad konfirmasi
228,"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",0,gak ad barang mohon baik layan harga beli kirim pesan kl barang gak gak sesuai pesan nanya sharusnyamasih gak
229,Gunting kuku krg tajam jepitan uban jg,0,gunting kuku krg tajam jepit uban jg
230,Coil brush nya blm dikirim,0,coil brush nya blm kirim
231,barang prosuknya cacat atau memiliki retakan,0,barang prosuknya cacat milik reta
232,Ksh 2 ya krn merekny beda sama keterangan,0,ksh ya krn merekny beda terang
233,"Kualitas brg ga ada masalah. Tp ini kan karakter ya. Sedih, kan yg dimau krn strawberrynya.. Krn kirimnya beda, jadi harus cari lagi.. mungkin yg penting dibayar atau semoga saya salah. Tapi tidak menutup kemungkinan kedepannya lebih baik ya... semoga cek dan ricek order yg masuk sebagaimana yg dikirim. Agar berkah utk penjual maupun pembeli.. amin.",0,kualitas barang ga tp karakter ya sedih mau krn strawberrynya krn kirim beda cari bayar moga salah tutup depan ya moga cek ricek order masuk kirim berkah utk jual beli amin
234,"Segel da kbuka, dicek kurang gel nya kagak ada yaaak",0,segel da kbuka cek gel nya kagak yaaak
235,barang yg dikirim tidak sesuai pesanan dan gambar. padahal udah tanya mana yg rady dan sudah pesan sesuai yg tertera. tapi dikasihnya asal aja,0,barang kirim sesuai pesan gambar udah rady pesan sesuai tera kasih aja
236,ngga mirip sama foto. cuma warna kuning polos semua. kecewa..,0,ngga foto warna kuning polos kecewa
237,Saya salah beli.... jadi ngga bisa kasih bintang 5.... jadi ngga terpakai Barang nya,0,salah beli ngga kasih bintang ngga pakai barang nya
238,Kecewa bgt. Barang yg dtg bukan yg seharusnya. Saya udah konfirmasi dari brg dtg (hari kamis) tapi diabaikan. Setelah 2 hari dan setelah saya mengeluh kenapa chat saya diabaikan baru jwb disuruh kirim balik aja brg yg salah nanti brg yg saya beli dikirim ulang. PLISSSSSS deh kemana aja dr 2 hari yg lalu. Saya mau brg saya dtg plg lambat tgl 2 sep 2018. Masalah brg yg salah saya ngak mau tgg ongkirnya. Terserah mau gimana cr nya. Saya tunggu sampai tgl 2 kalo ngak brg ini jd milik saya. Toh dri depok ke jagakarsa ngak jauh. Bisa pakai gojek.,0,kecewa bgt barang dtg udah konfirmasi barang dtg kamis abai keluh chat abai jwb suruh kirim aja barang salah barang beli kirim ulang plissssss deh mana aja dr barang dtg plg lambat tgl sep barang salah ngak tgg ongkirnya serah gimana cr nya tunggu tgl kalo ngak barang jd milik dri depok jagakarsa ngak pakai gojek
239,Direfund cash &amp; sdh diterima.,0,direfund cash amp terima
240,Tidak dikirim barangnya. walaupun sudah dikasih penggantian uang tapi customer kecewa karena tidak ada info sebelumnya.,0,kirim barang kasih ganti uang customer kecewa info
241,Barang sesuai sih. Tapi pas dinyalain alarmnya langsung idup. Batre jg dapet yg udah low. Bahan ringkih. Alhasil cuman jd gantungan kunci biasa. Ya harga segitu ga bisa ngarep lebih lah.,0,barang sesuai sih pas dinyalain alarm langsung idup batre jg dapet udah low bahan ringkih alhasil cuman jd gantung kunci ya harga segitu ga ngarep
242,kok yang 2 biji batreinya dah habis,0,biji batreinya dah habis
243,ini pesanannya kok dikirim model lain ga sesuai gambar,0,pesan kirim model ga sesuai gambar
244,Knp brng yg di ft sm yg dikirim beda..,0,knp brng ft sm kirim beda
245,Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,0,sen barang nyampe walopun refund cash tp ad konfirmasi
246,Barang sampai dalam keadaan basah. Dus seperti terendam banjir.,0,barang basah dus rendam banjir
247,"Sesuai pesanan, kirain pake cas, salah lihat. Kalau yg cas selisih dikit saja",0,sesuai pesan kirain pake cas salah lihat cas selisih dikit
248,"barangnya bagus, cm brg yg dtg tdk sesuai permintaan. saya pesen 15 darkbrow. dtgnya 8dark brown + 7 abu.",0,barang bagus cm barang dtg sesuai minta sen darkbrow dtgnya dark brown abu
249,"Pesan no 01 dan 06, yang dikirim malah no 02, 03, 04.. padahal sudah ditulis kosong = cancel..",0,pesan no kirim no tulis kosong cancel
250,"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",0,kecewa udah readynya barang malam tgl order subuh tangl kirim pagi sore ditgl undur kirim alas kali cancel ribu alas kaya gin butuh cepan converter hdmi nya barang paksa order toko kota jd paket ngak kepake presentasi senin td pagi order toko hitung sabtu minggu sampe kirim tgl sore jnt minggu buka tau kirim tgl siang sampe buang buang uang disruh cancel otomatis dicancel alas bayak
251,Sangat kecewa dan menyesal,0,kecewa sesal
252,Speaker retak dipojok bawah,0,speaker retak pojok
253,"Barang tidak ada...
Uang dikembalikan tidak sesuai yang dibayarkan... Plus Ongkir tetap tidak berubah padahal volume dan berat justru ada dibarang yang ditolak.... 
SANGAT MENGECEWAKAN
TIDAK DAPAT DIREKOMENDASIKAN",0,barang uang kembali sesuai bayar plus ongkir ubah volume berat barang tolak kecewa rekomendasi
254,Produk tidak di kirim ga bisa kasih ulasan dong,0,produk kirim ga kasih ulas
255,Sekali pakai langsung patah...gagang tidak kuat...,0,pakai langsung patahgagang kuat
256,Payah&#39;.................................,0,payah
257,Dus nya nya ancur dan ketika pengiruman kaya nya cuman asal kirim,0,dus nya nya ancur pengiruman kaya nya cuman kirim
258,"cuman nyala sebelah......,,,",0,cuman nyala belah
259,sama yang di gambar tpi headset mati sebelah,0,gambar headset mati belah
260,"Isi dalam nya ada sebagian Karatan walaupun di segel,,",0,isi nya karat segel
261,Mohon di-update jika stock tidak ada...barang tidak jadi dikirim,0,mohon di-update stock adabarang kirim
262,"Barang tidak masalah, namun yang saya sesalkan adalah, seller kurang informatif. Stock kurang, harusnya diinfolak dahulu, bukan langsung dikirim. Ini malah dikirim tanpa pemberitahuan. Jadi saya haru smencari lagi kekurangan barangnya. Bad service",0,barang sesal seller informatif stock diinfolak langsung kirim kirim pemberitahuan haru smencari kurang barang bad service
263,"Produknya ternyata kosong,tp gpp lah.. Uangnya di refund...",0,produk kosongtp gpp uang refund
264,kualitas nya kurang bagus,0,kualitas nya bagus
265,"Lapak yang paling mengecewakan,  karena tidak mengirim barang dengan sesuai, hanya Mengirimkan tripod dan holder sementara penyambung nya tidak di kirimkan.
Akhirnya barang menjadi tidak berguna",0,lapak kecewa kirim barang sesuai kirim tripod holder sambung nya kirim barang guna
266,"Barang Sesuai dg Psn an, tp knapa kg da Dus nya hanya_cuma plastik.",0,barang sesuai dg psn an tp knapa kg da dus nya hanyacuma plastik
267,Barang pecah atau retak tdk mulus,0,barang pecah retak mulus
268,Kenapa barang ini gada ya,0,barang gada ya
269,Sudah memilih 3 pilihan warna.. tapi warna yg di pilih sama sekali tidak dinkirim,0,pilih pilih warna warna pilih dinkirim
270,"Saya pesan 10 biji dengan berbagai warna merah, biru tua, hijau malah dikirim warna lain hitam semuanya. Parah",0,pesan biji warna merah biru tua hijau kirim warna hitam parah
271,PARAH GAK SESUAI GAMBAR HITAM YG DIKIRIM WARNA ORANGE BRENGSEK,0,parah gak sesuai gambar hitam kirim warna orange brengsek
272,"Banyak yang ga lengket...., produk kurang bagus.",0,ga lengket produk bagus
273,Ga nempel sama sekali.........,0,ga nempel
274,"barangnya cacat, apa tidak diperiksa dulu?",0,barang cacat periksa
275,warna nya ga sesuaii dengan yg saya ingin kan,0,warna nya ga sesuai
276,Earphone nya sih dateng tapi ngga sama kabelnya sebelum di packing di cek dulu ya terima kasih ehe,0,earphone nya sih dateng ngga kabel packing cek ya terima kasih ehe
277,ga da suaranya parah bgt pengirimannya ga sesuai dgn ekstimasi,0,ga da suara parah bgt kirim ga sesuai ekstimasi
278,Produk tidak berfungsi,0,produk fungsi
279,Barang tidak bisa di pakai. Kecewaa,0,barang pakai kecewaa
280,Barang rusak tdk ada suara padahal sdh konek. Malas komplain krn beli dgn barang lain,0,barang rusak suara konek malas komplain krn beli barang
281,Brg nya yg 1 bs di pake n yg 2 gk bs di pakai.,0,barang nya bs pake n gk bs pakai
282,"Saya Memakai jasa JNE YES dari tanggal 6 Februari 2019 sampai tanggal 9 Februari... Sama seperti lamanya pengiriman yang biaya lebih murah...
Saya Kecewa",0,pakai jasa jne yes tanggal februari tanggal februari kirim biaya murah kecewa
283,"Maaf agak kecewa, barang tidak sesuai deskripsi tidak bisa untuk telpon",0,maaf kecewa barang sesuai deskripsi telpon
284,"Tidak bisa digunakan, di charge 1x langsung gabisa dipake lagi.. Ditawarin sama toko pengembalian produk dan diganti yang baru dengan syarat ongkir ditanggung pembeli :(.. Saya minta refund pun, mereka minta barang rusaknya dikirim kembali, dan saya harus bayar ongkir.. Capede... Drpd jual brg ga berkualitas, mendingan evaluasi dulu deh biar pelanggan puas dengan kualitas produk anda",0,charge x langsung gabisa dipake ditawarin toko kembali produk ganti syarat ongkir tanggung beli refund barang rusak kirim bayar ongkir capede drpd jual barang ga kualitas mending evaluasi deh biar langgan puas kualitas produk
285,"Barang tidak ada dikembalikan uang,,,",0,barang kembali uang
286,Barang rusak tidak bisa dipakai,0,barang rusak pakai
287,Beli 3 gbs dpke semua parah,0,beli gbs dpke parah
288,"Barang rusak 1, penjual juga ga respon",0,barang rusak jual ga respon
289,Earphone tidak berfungsi sudah di cash,0,earphone fungsi cash
290,"Headset bluetoothny Koneck k Handphone,tpi gx ada bunyinya.Tlg ksih Pencerahannya Gan WA 085367043379",0,headset bluetoothny koneck k handphonetapi bunyinyatlg ksih cerah gan wa
291,"Padahal udh beli lebih dari 2 malah kirim 2....
Aduuh",0,udh beli kirim aduuh
292,Masa saya nunggu seminggu baru barang nya datang,0,nunggu minggu barang nya
293,Barang Tidak bisa di cas.  Untuk suara standar aja.,0,barang cas suara standar aja
294,Barang tidak bisa di charge... Lumayan kecewa...,0,barang charge lumayan kecewa
295,Cacat produk nya gak bisa nyala padahal baru beli,0,cacat produk nya gak nyala beli
296,bagus   baterai nya cpt habis tapi gk papa,0,bagus baterai nya cpt habis gk papa
297,Baterai gampang habis padahal sudah dicas full,0,baterai gampang habis cas full
298,Tidak bisa pake nelpon..berdengung suara mic nya,0,pake nelponberdengung suara mic nya
299,Penjual respon lambat kalau ditanya tentang cara pakai.,0,jual respon lambat pakai
300,Sepertinya penjual tidak mengecek kondisi barang sebelum dikirim.barang yg saya terima tidak bisa dicas karena lubang cargernya gak pas dengan konektor,0,jual ecek kondisi barang dikirimbarang terima cas lubang cargernya gak pas konektor
301,"Maaf saya kecewa dengan barangnya, lubang chargernya geser jadi tidak bisa dipakai",0,maaf kecewa barang lubang chargernya geser pakai
302,Deskripsi tertulis ready warna HITAM dan PUTIH. Tapi terlalu mistis hingga bisa muncul warna BIRU saat barang sampai ke tangan pembeli.,0,deskripsi tulis ready warna hitam putih mistis muncul warna biru barang tangan beli
303,Ud komplain ad yg rusak br bilang kebijakan toko kalau ongkir barang lama n barang pengganti d tanggung pembeli..,0,ud komplain ad rusak br bilang bijak toko ongkir barang n barang ganti d tanggung beli
304,Di pake 1 kali doang langsung Bangkar.  Ga bisa di cas sia sia dah beli nya juga,0,pake kali doang langsung bangkar ga cas sia sia dah beli nya
305,Barang setelah dipakai 2hari mati (rusak),0,barang pakai mati rusak
306,barang tdk sesuai pesanan..mo retur hrs kirim ongkos retur.,0,barang sesuai pesananmo retur hrs kirim ongkos retur
307,"Buat telpon tdk ada suaranya, dan untuk musik suaranya kecil bgt",0,telpon suara musik suara bgt
308,Suara nya rada pecah...,0,suara nya rada pecah
309,Produk rusak sama sekali,0,produk rusak
310,Charger Tidak berfungsi,0,charger fungsi
311,Pengemasan enggak bagus kardusnya penyet semua,0,emas bagus kardus penyet
312,"Barang diterima namun tidak berfungsi, dicharge pun tidak bisa",0,barang terima fungsi dicharge
313,🔧........................,0,
314,"Dear Handphone Tiam, Ah awalnya Saya udah senang dan excited banget karena response cepat banget walaupun pengiriman agak lama, tapi packaging juga rapi banget dan pake bubble wrap, tapi Pas dicoba produk samasekali gak Nyala, Gue teken sampe berjam2 Gak Nyala juga, Gue charge Gak Nyala juga, awalnya Gue Masih Gak mau suudzon tapi ini cuma jadi sampah karena produk Gak bisa dipakai, Boro2 dipakai Wong hidup juga kagak. Lain Kali tolong make sure barangnya works ya , it&#39;s okay untungnya harga gak seberapa coba kalau sampe ratusan ribu dan buat pembeli kecewa ?. Asli Gue kecewa banget pas udah buka paket yg packagingnya super oke ini.",0,dear handphone tiam ah udah senang excited banget response cepat banget kirim packaging rapi banget pake bubble wrap pas coba produk samasekali gak nyala teken sampe jam gak nyala charge gak nyala gak suudzon sampah produk gak pakai boro pakai hidup kagak kali tolong make sure barang works ya its okay untung harga gak coba sampe ratus ribu beli kecewa asli kecewa banget pas udah buka paket packagingnya super oke
